ID_REF, IDENTIFIER, GSM21832, GSM19135, GSM9514, GSM42864
JAKMIP2, JAKMIP2, 17.700, 26.700, 21.200, 24.200
C8orf4, C8orf4, 3.100, 18.400, 0.700, 2.400
PTHLH, PTHLH, 2.500, 1.000, 12.100, 94.400
TRMT112, TRMT112, 2006.900, 376.700, 1390.900, 3230.800
NM_015887, NM_015887, 42.000, 7.900, 20.200, 27.800
RNF34, RNF34, 1563.200, 246.900, 477.100, 462.200
PKLR, PKLR, 55.500, 16.500, 5.800, 15.500
PCDHB17, PCDHB17, 187.200, 12.400, 38.900, 51.700
CD36, CD36, 1792.300, 69.700, 12.200, 6.200
MT1P2, MT1P2, 586.400, 798.300, 1299.300, 1669.600
CCT2, CCT2, 557.800, 337.000, 1533.500, 2843.100
LRRC37A2, LRRC37A2, 97.700, 33.000, 42.100, 234.900
PRKG2, PRKG2, 78.000, 87.200, 24.100, 75.300
ARF4, ARF4, 2145.900, 819.600, 2062.100, 4904.000
ANAPC13, ANAPC13, 4.200, 2.500, 1.300, 3.800
TMPRSS11E, TMPRSS11E, 67.900, 10.100, 20.500, 24.000
LMF1, LMF1, 175.100, 30.600, 18.000, 92.300
PPP6R1, PPP6R1, 1025.100, 129.200, 166.000, 456.200
MBTPS1, MBTPS1, 349.300, 139.900, 163.100, 357.900
SLCO3A1, SLCO3A1, 1538.500, 2.500, 37.200, 54.500
ZNF692, ZNF692, 826.300, 75.700, 177.500, 259.800
FANCL, FANCL, 37.700, 46.000, 225.600, 271.500
NCF2, NCF2, 24222.100, 35.100, 33.600, 11.000
SH3GLB1, SH3GLB1, 7462.500, 417.900, 522.100, 2930.500
SLC12A6, SLC12A6, 506.400, 64.500, 49.100, 558.900
MRPL48, MRPL48, 234.000, 214.100, 379.000, 801.000
HMGN3, HMGN3, 1244.500, 535.900, 655.300, 2810.400
SUPT5H, SUPT5H, 636.600, 113.200, 223.000, 743.900
XRCC6, XRCC6, 56.200, 19.800, 16.000, 59.600
PPP1R2P4, PPP1R2P4, 869.000, 49.500, 18.300, 10.300
SOS2, SOS2, 396.600, 17.200, 5.600, 79.800
PAX9, PAX9, 116.400, 11.600, 59.500, 88.800
CCDC99, CCDC99, 20.400, 4.000, 489.400, 337.700
AI697803, AI697803, 176.800, 71.700, 26.200, 274.600
NNAT, NNAT, 169.600, 39.300, 10.800, 548.500
USP16, USP16, 709.500, 195.900, 310.600, 769.500
AA018777, AA018777, 50.300, 8.900, 2.800, 22.200
LARS, LARS, 699.100, 107.400, 373.400, 800.400
SCML2, SCML2, 192.200, 98.300, 151.000, 239.500
BCL9, BCL9, 50.400, 50.600, 60.400, 157.200
ABO, ABO, 67.100, 62.000, 26.100, 66.100
TRAF3, TRAF3, 299.100, 91.800, 62.700, 226.600
LETM1, LETM1, 174.100, 106.000, 100.400, 314.100
PLXNB1, PLXNB1, 13.100, 76.300, 44.200, 126.900
NIPSNAP1, NIPSNAP1, 436.400, 260.300, 686.500, 898.500
USP10, USP10, 5523.100, 113.900, 254.200, 491.300
F9, F9, 92.600, 13.500, 21.300, 76.900
CNGB3, CNGB3, 67.100, 30.700, 28.800, 24.000
MPPED1, MPPED1, 90.300, 37.900, 58.800, 121.800
LIPE, LIPE, 105.500, 34.900, 42.700, 103.900
LOC10431, LOC10431, 235.100, 110.500, 240.000, 1310.700
C12orf52, C12orf52, 139.000, 33.500, 108.900, 97.700
PI4K2A, PI4K2A, 112.400, 29.600, 54.400, 96.500
MED8, MED8, 316.800, 54.500, 236.000, 380.300
BE858194, BE858194, 183.900, 34.800, 51.000, 122.600
TEX261, TEX261, 149.600, 35.400, 113.400, 292.400
STAT4, STAT4, 266.200, 86.400, 71.800, 255.700
LOC728636, LOC728636, 61.900, 23.800, 33.200, 84.500
AL390157, AL390157, 57.600, 2.900, 5.700, 26.700
LY86, LY86, 2364.800, 176.400, 31.300, 52.100
AL037534, AL037534, 71.300, 50.800, 86.000, 154.400
SNRPA, SNRPA, 654.600, 244.100, 1375.800, 2134.300
ZMYND8, ZMYND8, 272.800, 49.800, 53.800, 339.200
GATAD2A, GATAD2A, 1333.900, 273.900, 379.200, 1326.900
PDXK, PDXK, 633.000, 441.800, 205.100, 727.500
PTGES3, PTGES3, 2488.400, 981.100, 1991.000, 5941.800
C7orf42, C7orf42, 888.500, 216.000, 574.000, 1131.200
AW979196, AW979196, 12.900, 8.000, 11.800, 2.900
TAP1, TAP1, 3244.900, 213.600, 301.500, 129.000
CYP11B2, CYP11B2, 23.200, 3.800, 4.500, 10.100
ETS2, ETS2, 612.600, 176.100, 134.400, 214.100
PRMT2, PRMT2, 411.600, 100.100, 71.400, 247.300
PRDX1, PRDX1, 1105.800, 1732.400, 2398.900, 8635.300
FGB, FGB, 109.200, 4.000, 22.800, 1.700
NACC2, NACC2, 1325.600, 60.800, 45.800, 1412.000
INTS8, INTS8, 1974.800, 157.000, 198.700, 742.100
COX17, COX17, 405.200, 242.600, 474.900, 368.200
EPHA5, EPHA5, 37.400, 33.600, 70.400, 82.800
PIWIL1, PIWIL1, 27.700, 14.700, 6.000, 33.100
FOLR1, FOLR1, 2401.800, 125.800, 142.400, 2731.200
TSGA10, TSGA10, 18.600, 8.300, 16.600, 99.300
ARHGAP33, ARHGAP33, 28.200, 10.000, 16.300, 32.700
TMCC2, TMCC2, 339.400, 25.000, 60.900, 89.200
TCF12, TCF12, 74.900, 19.000, 3.300, 82.800
MYOT, MYOT, 20.600, 23.300, 7.000, 7.700
HAL, HAL, 3299.500, 9.700, 19.900, 80.800
POU4F1, POU4F1, 6.400, 1.900, 17.900, 33.600
SNRPF, SNRPF, 369.700, 213.100, 1261.000, 2731.800
BCL2L2, BCL2L2, 218.800, 184.000, 187.500, 272.900
LOC652637, LOC652637, 111.200, 19.800, 19.400, 84.400
AF130075, AF130075, 125.700, 19.700, 27.000, 96.400
EMG1, EMG1, 210.000, 114.800, 658.600, 1035.600
PRRG4, PRRG4, 400.500, 34.800, 27.200, 19.100
HIRA, HIRA, 323.500, 63.400, 192.000, 305.000
MERTK, MERTK, 136.700, 32.600, 43.100, 817.000
BAG1, BAG1, 921.500, 213.100, 360.800, 704.500
MYNN, MYNN, 283.800, 41.100, 78.900, 225.200
LOC100288679, LOC100288679, 25.600, 25.700, 4.700, 76.600
CORO2B, CORO2B, 28.300, 25.000, 6.900, 1234.600
ALOX15, ALOX15, 47.700, 2.100, 3.600, 6.900
TBXA2R, TBXA2R, 235.600, 43.000, 70.100, 321.500
PCDHB11, PCDHB11, 15.600, 2.800, 4.200, 9.000
TECR, TECR, 260.400, 171.200, 599.000, 505.900
NEAT1, NEAT1, 363.000, 208.000, 71.500, 235.400
RNF144A, RNF144A, 143.300, 42.300, 176.700, 19.700
MARCH5, MARCH5, 987.400, 107.600, 280.800, 905.600
CST1, CST1, 8.800, 9.400, 8.800, 69.600
NUPR1, NUPR1, 107.500, 76.500, 815.700, 43.400
DULLARD, DULLARD, 1186.200, 181.600, 343.800, 1040.100
DCLRE1B, DCLRE1B, 57.300, 30.000, 139.400, 197.600
AU147295, AU147295, 142.000, 23.100, 12.100, 153.800
ITGA8, ITGA8, 89.500, 18.500, 35.900, 90.400
CCL7, CCL7, 53.600, 3.800, 17.800, 165.800
TP73, TP73, 14.400, 2.400, 8.100, 9.600
PRKCD, PRKCD, 3061.200, 208.700, 46.700, 397.500
NDUFB4, NDUFB4, 2011.900, 966.200, 1455.500, 6448.800
DSC2, DSC2, 523.900, 150.300, 12.900, 44.100
RBMS2, RBMS2, 10.800, 14.100, 49.900, 151.300
GRIK4, GRIK4, 14.800, 13.500, 7.000, 36.700
TMPRSS6, TMPRSS6, 181.400, 40.600, 97.900, 154.700
GLB1L, GLB1L, 161.700, 20.400, 55.600, 198.900
COL4A3, COL4A3, 43.800, 42.000, 20.300, 40.500
PUS1, PUS1, 19.400, 38.400, 65.000, 241.300
MYO10, MYO10, 6.800, 4.600, 4.100, 252.800
PEX1, PEX1, 131.500, 26.800, 113.100, 139.300
LOC79999, LOC79999, 57.600, 7.200, 31.500, 30.700
OLFM1, OLFM1, 147.100, 40.500, 22.900, 71.300
RBM19, RBM19, 122.200, 35.800, 11.600, 9.300
RET, RET, 57.400, 35.600, 58.400, 102.300
TAPBP, TAPBP, 98.800, 8.900, 9.600, 117.700
AREGB, AREGB, 40.200, 18.200, 41.200, 102.600
RUNX1, RUNX1, 23.200, 21.200, 5.600, 8.100
IL1RL1, IL1RL1, 31.200, 9.200, 12.900, 61.700
ALX3, ALX3, 31.200, 6.800, 23.500, 22.600
MID1, MID1, 92.800, 44.600, 61.400, 88.000
C14orf138, C14orf138, 760.400, 43.400, 43.900, 328.200
GPR64, GPR64, 147.700, 21.000, 42.100, 71.500
SNX10, SNX10, 3195.900, 51.300, 103.200, 87.700
MYO16, MYO16, 16.400, 2.900, 3.700, 9.100
DBF4, DBF4, 92.600, 26.400, 164.500, 214.400
TSHZ2, TSHZ2, 144.400, 16.400, 33.700, 32.600
POGK, POGK, 329.100, 138.900, 331.500, 334.000
AW139195, AW139195, 71.500, 20.400, 14.500, 25.200
MAPK9, MAPK9, 269.800, 74.600, 238.100, 260.000
RIPK2, RIPK2, 946.600, 82.000, 264.500, 264.800
LRRC31, LRRC31, 34.600, 58.100, 6.800, 12.600
C8orf79, C8orf79, 49.100, 6.700, 10.600, 18.500
CLDN7, CLDN7, 115.200, 1601.000, 5.700, 119.800
EFNB3, EFNB3, 303.200, 79.800, 66.900, 62.600
GLP1R, GLP1R, 35.900, 6.700, 3.200, 25.800
CSTF2T, CSTF2T, 241.400, 60.200, 93.400, 746.300
TRIM37, TRIM37, 147.400, 91.600, 439.900, 1021.700
GRHL2, GRHL2, 95.200, 84.400, 47.900, 94.400
IREB2, IREB2, 136.900, 14.800, 55.500, 152.600
GRSF1, GRSF1, 195.000, 31.200, 26.900, 127.400
CNR1, CNR1, 58.900, 31.800, 13.000, 121.500
ABCC4, ABCC4, 236.100, 41.600, 25.700, 201.000
DLG3, DLG3, 246.400, 99.900, 156.700, 381.800
AK022331, AK022331, 65.500, 14.900, 16.300, 120.200
ZFP36L2, ZFP36L2, 713.800, 131.700, 38.800, 515.300
VGLL1, VGLL1, 86.400, 19.700, 24.400, 24.300
IL1F7, IL1F7, 8.900, 1.800, 1.600, 34.000
FAM171A1, FAM171A1, 205.600, 244.800, 118.400, 834.700
NAA16, NAA16, 2.800, 0.700, 3.600, 12.500
MAGT1, MAGT1, 127.400, 70.800, 52.700, 503.400
BATF3, BATF3, 182.200, 19.400, 87.600, 130.500
NR2E1, NR2E1, 13.100, 2.900, 32.900, 11.800
MS4A6A, MS4A6A, 5039.700, 180.100, 21.600, 53.500
FTL, FTL, 26398.300, 3288.400, 5893.000, 9916.900
DYRK2, DYRK2, 227.200, 43.100, 7.400, 282.900
PCLO, PCLO, 27.200, 25.800, 9.200, 4.600
ARIH2, ARIH2, 27.100, 8.000, 104.300, 50.100
PCNX, PCNX, 312.100, 41.300, 11.200, 175.600
ANXA9, ANXA9, 139.800, 23.200, 17.000, 115.500
AF116679, AF116679, 16.200, 18.400, 13.900, 38.600
SRR, SRR, 268.000, 74.500, 161.900, 326.500
PIK3C2A, PIK3C2A, 332.600, 122.000, 195.600, 310.400
SCNN1D, SCNN1D, 17.200, 24.400, 31.400, 40.700
NOL3, NOL3, 146.000, 18.200, 58.200, 219.400
IFITM2, IFITM2, 29243.500, 493.900, 2852.000, 11312.100
ARNTL2, ARNTL2, 11.900, 22.100, 86.500, 371.500
ASAP3, ASAP3, 30.000, 56.200, 118.700, 145.600
MRPS18A, MRPS18A, 183.400, 120.600, 399.100, 514.900
AC002310, AC002310, 26.700, 4.300, 24.400, 129.500
ASPH, ASPH, 356.300, 65.700, 202.000, 318.600
PVRIG, PVRIG, 266.300, 86.000, 28.700, 92.200
CPA2, CPA2, 270.500, 81.500, 107.700, 246.200
LEPR, LEPR, 168.500, 30.200, 111.100, 621.400
C16orf42, C16orf42, 4.300, 0.700, 2.600, 3.800
SH3BGRL, SH3BGRL, 4709.600, 320.100, 141.500, 3021.900
C9orf6, C9orf6, 342.700, 86.600, 241.800, 307.200
ERN2, ERN2, 151.400, 157.700, 30.700, 192.000
NOTCH2NL, NOTCH2NL, 8028.000, 152.600, 53.000, 762.100
SYNGR2, SYNGR2, 1464.300, 612.300, 267.000, 1093.200
CDKN2D, CDKN2D, 12.600, 3.200, 4.500, 14.000
AL050145, AL050145, 24.000, 2.500, 4.400, 17.500
PITPNA, PITPNA, 1902.000, 178.900, 287.800, 1425.700
PRPF4B, PRPF4B, 333.800, 87.100, 194.200, 753.800
NRBP1, NRBP1, 617.800, 66.400, 191.700, 612.800
SLC43A3, SLC43A3, 659.800, 110.500, 502.200, 598.100
STUB1, STUB1, 1093.900, 334.300, 468.300, 1460.700
KDM1A, KDM1A, 190.300, 106.200, 517.500, 1024.700
INS-IGF2, INS-IGF2, 5.600, 3.400, 2.600, 14.700
SLC25A22, SLC25A22, 308.500, 66.000, 94.100, 587.000
ILK, ILK, 2259.300, 304.900, 373.900, 1914.400
SLC22A8, SLC22A8, 85.900, 3.100, 10.800, 15.400
SEC14L3, SEC14L3, 5.600, 0.800, 1.200, 4.000
MRPS7, MRPS7, 396.700, 169.200, 381.000, 961.100
SLC22A1, SLC22A1, 119.700, 1.100, 3.500, 10.800
BTN2A3, BTN2A3, 210.600, 25.500, 43.800, 24.100
PITX2, PITX2, 38.200, 55.200, 17.000, 6.200
CCNL2, CCNL2, 412.700, 141.100, 100.900, 255.100
GJA4, GJA4, 40.200, 12.800, 20.800, 1124.300
FABP3, FABP3, 105.500, 17.800, 7.400, 35.100
MYBPC3, MYBPC3, 435.400, 26.400, 17.800, 64.300
TRPV2, TRPV2, 547.000, 34.400, 41.800, 76.500
CDC42SE1, CDC42SE1, 4763.200, 244.100, 329.600, 1575.000
FBXW12, FBXW12, 1946.600, 88.300, 55.100, 630.400
SIM1, SIM1, 79.500, 7.900, 15.300, 13.200
CDADC1, CDADC1, 60.400, 7.500, 20.300, 70.800
ZFHX4, ZFHX4, 180.700, 45.500, 57.700, 80.700
TFPT, TFPT, 330.800, 62.400, 129.600, 392.000
TSPYL2, TSPYL2, 228.000, 94.400, 111.100, 1970.000
ABTB2, ABTB2, 391.100, 61.400, 77.500, 67.400
EIF2S3, EIF2S3, 335.100, 101.800, 317.300, 489.200
SOX30, SOX30, 30.000, 7.000, 10.100, 2.800
VBP1, VBP1, 1719.400, 274.400, 1347.700, 1577.200
MAGOH2, MAGOH2, 90.100, 29.900, 41.900, 81.400
MORC3, MORC3, 574.200, 38.500, 39.700, 257.800
BHMT2, BHMT2, 16.700, 3.000, 21.600, 68.400
FZD7, FZD7, 34.700, 59.900, 82.300, 80.900
CDH18, CDH18, 154.900, 16.600, 40.600, 113.100
CHL1, CHL1, 13.100, 16.900, 11.600, 5.500
P2RX6, P2RX6, 22.700, 5.100, 7.700, 12.000
PMS2CL, PMS2CL, 188.600, 74.900, 165.700, 206.900
TBC1D2B, TBC1D2B, 268.500, 58.800, 74.600, 60.400
FA2H, FA2H, 59.200, 164.400, 29.100, 398.400
ALG13, ALG13, 273.700, 86.700, 65.700, 343.100
MAGEA9B, MAGEA9B, 29.000, 2.500, 16.700, 57.100
TTLL7, TTLL7, 22.700, 17.200, 9.200, 13.800
SPOCK3, SPOCK3, 36.400, 1.000, 17.900, 58.600
SLC13A2, SLC13A2, 54.100, 45.500, 2.100, 11.400
GAGE3, GAGE3, 95.900, 25.400, 42.400, 144.600
BF448531, BF448531, 19.200, 11.800, 3.300, 8.700
AIM1, AIM1, 2168.100, 588.800, 150.100, 950.800
GSN, GSN, 358.900, 43.500, 92.300, 182.600
AF132204, AF132204, 7.300, 12.500, 9.100, 45.400
EGR2, EGR2, 195.300, 9.000, 22.700, 125.700
SMARCA5, SMARCA5, 201.000, 14.700, 45.600, 368.400
TMEM8B, TMEM8B, 85.400, 55.400, 102.900, 159.000
WWC1, WWC1, 27.200, 3.600, 5.300, 4.500
PLEKHG3, PLEKHG3, 169.900, 35.000, 8.300, 23.000
PLS1, PLS1, 19.300, 1465.200, 117.700, 110.700
GLB1L2, GLB1L2, 222.700, 148.900, 126.200, 174.400
DGKZ, DGKZ, 1761.500, 298.500, 128.400, 1192.000
EFNA1, EFNA1, 26.000, 233.000, 53.200, 2019.400
NM_016566, NM_016566, 50.800, 5.500, 15.700, 28.200
CDC37P1, CDC37P1, 12.700, 3.300, 3.000, 17.700
ANK2, ANK2, 17.400, 4.900, 8.400, 57.400
PAGE4, PAGE4, 70.300, 22.700, 5.900, 59.200
SH3GL3, SH3GL3, 24.500, 28.400, 53.500, 38.700
NM_013344, NM_013344, 1650.400, 162.300, 157.400, 762.200
SENP6, SENP6, 173.100, 10.800, 28.000, 52.700
AKR7A2, AKR7A2, 889.500, 238.600, 578.700, 1286.800
MYCNOS, MYCNOS, 76.300, 13.900, 5.600, 55.500
FKBP10, FKBP10, 9.600, 9.200, 120.200, 196.800
RIF1, RIF1, 15.000, 2.600, 4.000, 6.000
PRLH, PRLH, 122.000, 31.300, 60.600, 164.800
GAPDHP32, GAPDHP32, 7.600, 2.200, 1.000, 14.200
VLDLR, VLDLR, 116.400, 26.600, 119.700, 179.100
VEGFC, VEGFC, 22.100, 37.200, 53.600, 390.900
LARP1, LARP1, 145.500, 63.700, 103.200, 1337.100
SRBD1, SRBD1, 467.800, 37.600, 82.200, 248.000
DBT, DBT, 26.900, 3.600, 14.600, 31.600
ITGB6, ITGB6, 26.200, 5.200, 16.600, 6.300
CGGBP1, CGGBP1, 152.100, 32.300, 34.000, 106.300
SLC1A2, SLC1A2, 89.300, 26.100, 33.100, 80.000
INVS, INVS, 78.500, 8.100, 5.100, 44.200
MPO, MPO, 197.000, 23.900, 15.600, 99.000
ZBTB16, ZBTB16, 252.800, 37.100, 80.600, 149.900
MOBKL3, MOBKL3, 756.300, 269.900, 289.200, 633.500
PDGFB, PDGFB, 81.500, 16.200, 10.400, 29.800
RFX1, RFX1, 10.500, 2.100, 4.100, 8.900
KLK2, KLK2, 38.700, 21.400, 34.100, 111.100
VIM, VIM, 28722.100, 1155.500, 4012.600, 28092.200
REG1B, REG1B, 146.700, 2979.900, 16.000, 70.600
P4HTM, P4HTM, 473.700, 215.100, 402.900, 565.500
SUMO3, SUMO3, 481.000, 91.400, 385.100, 866.700
UQCRB, UQCRB, 1169.100, 716.200, 1343.900, 7298.700
LGALS3BP, LGALS3BP, 244.800, 1368.500, 1729.200, 81.100
MLL4, MLL4, 2.900, 0.500, 1.300, 17.900
NAA50, NAA50, 947.800, 160.100, 461.300, 981.100
AV718487, AV718487, 11.500, 2.200, 2.100, 41.100
TMEM209, TMEM209, 48.200, 3.300, 57.800, 112.200
MRFAP1L1, MRFAP1L1, 723.800, 128.800, 184.300, 1018.400
SPR, SPR, 251.900, 191.400, 202.800, 295.100
HOXA10, HOXA10, 59.000, 48.800, 32.600, 754.200
NGB, NGB, 12.800, 3.800, 8.700, 33.800
NM_018629, NM_018629, 38.200, 1.500, 9.200, 3.000
LZTS1, LZTS1, 22.200, 9.000, 30.300, 11.900
ABCE1, ABCE1, 153.100, 45.600, 170.300, 980.700
ARHGEF3, ARHGEF3, 904.300, 55.500, 83.400, 1239.500
CSNK1G2, CSNK1G2, 524.800, 11.100, 44.000, 644.500
SUPT3H, SUPT3H, 103.100, 25.800, 82.100, 180.300
GABRB2, GABRB2, 149.000, 23.100, 17.100, 99.800
NM_013307, NM_013307, 2431.500, 216.800, 167.600, 2076.600
SLIT3, SLIT3, 52.800, 10.900, 2.200, 12.900
CD27, CD27, 445.100, 215.200, 30.900, 131.800
EGLN1, EGLN1, 2516.800, 70.400, 93.000, 254.000
PEX13, PEX13, 192.300, 35.600, 70.700, 171.700
MAN1C1, MAN1C1, 208.500, 44.400, 24.800, 329.900
RWDD3, RWDD3, 191.000, 26.400, 58.100, 99.500
AF072164, AF072164, 98.200, 16.900, 17.100, 91.100
GRIN2B, GRIN2B, 148.400, 15.900, 45.000, 88.900
HSPA6, HSPA6, 9032.200, 23.300, 11.600, 27.200
ATP6AP1, ATP6AP1, 2359.700, 452.200, 1176.700, 2112.600
NR1H2, NR1H2, 332.800, 55.300, 217.000, 402.300
PDK2, PDK2, 25.500, 58.500, 58.900, 492.500
PHC2, PHC2, 5421.900, 212.400, 540.700, 1096.200
LIN7A, LIN7A, 406.800, 13.100, 2.000, 14.100
SLC38A2, SLC38A2, 3713.400, 425.400, 1351.300, 4885.400
FAM83E, FAM83E, 7.900, 63.400, 4.300, 4.800
SPHK1, SPHK1, 238.500, 43.600, 156.900, 638.400
TRIM26, TRIM26, 473.800, 155.800, 355.300, 472.600
LOC399491, LOC399491, 12.200, 2.800, 10.600, 11.600
C15orf29, C15orf29, 393.600, 35.700, 113.000, 147.300
ADAM9, ADAM9, 846.600, 129.500, 318.900, 967.500
RUVBL1, RUVBL1, 18.100, 57.800, 317.900, 315.000
TMUB2, TMUB2, 768.400, 47.900, 129.600, 171.800
APAF1, APAF1, 498.400, 35.100, 102.500, 152.000
GPR176, GPR176, 99.100, 37.300, 74.500, 98.400
MYH11, MYH11, 47.500, 97.600, 8.500, 24.100
UBA3, UBA3, 2009.600, 104.600, 156.200, 829.900
NEK1, NEK1, 138.100, 28.700, 32.300, 62.500
MPP2, MPP2, 189.800, 33.300, 90.400, 85.800
TNK2, TNK2, 15.000, 1.700, 3.900, 10.500
C12orf24, C12orf24, 130.300, 35.700, 394.800, 233.200
MATN3, MATN3, 3.300, 4.200, 13.500, 1.600
AGK, AGK, 223.200, 98.100, 252.800, 742.600
IFNGR2, IFNGR2, 8539.700, 556.300, 539.500, 971.400
NDUFA4, NDUFA4, 1312.600, 528.700, 1374.700, 4389.800
NM_018175, NM_018175, 70.900, 12.700, 7.000, 76.200
ITPR1, ITPR1, 118.100, 14.100, 22.300, 450.600
NM_017674, NM_017674, 142.100, 21.300, 24.800, 111.100
PKP4, PKP4, 16.100, 5.300, 4.300, 57.300
DUSP1, DUSP1, 1757.400, 6.200, 13.000, 26.700
DDAH2, DDAH2, 826.000, 144.500, 64.900, 611.200
STX7, STX7, 1479.100, 189.100, 167.200, 333.000
ATXN3, ATXN3, 56.000, 10.500, 7.900, 8.100
TRIM27, TRIM27, 1073.200, 140.100, 135.000, 448.600
ADO, ADO, 332.100, 99.400, 327.900, 706.700
LUZP4, LUZP4, 199.500, 27.300, 39.600, 159.600
SETD6, SETD6, 69.600, 23.500, 32.100, 30.700
CDC42EP2, CDC42EP2, 346.000, 4.000, 27.700, 12.000
P2RY2, P2RY2, 21.400, 20.300, 6.300, 11.400
SLC45A2, SLC45A2, 19.700, 7.100, 21.000, 15.000
RABGAP1, RABGAP1, 115.500, 9.700, 3.200, 58.600
CHP, CHP, 3162.000, 808.500, 583.200, 2001.200
GPRC5A, GPRC5A, 13.500, 411.800, 101.100, 81.200
SOX17, SOX17, 67.600, 28.800, 39.700, 739.800
PAK3, PAK3, 198.400, 61.100, 41.000, 113.200
ZNF259, ZNF259, 352.600, 67.600, 120.900, 387.900
TGFBR1, TGFBR1, 210.800, 18.700, 65.400, 75.400
RNF187, RNF187, 780.300, 219.600, 966.000, 1238.800
LOC100128414, LOC100128414, 24.600, 5.000, 13.600, 36.900
GARNL3, GARNL3, 3.900, 11.700, 2.800, 33.800
GBP2, GBP2, 2345.800, 112.200, 28.100, 272.000
MRC2, MRC2, 414.300, 72.300, 150.800, 907.700
NM_025050, NM_025050, 39.400, 4.600, 8.100, 25.200
CDC42, CDC42, 78.400, 16.800, 21.900, 77.800
NAA10, NAA10, 513.400, 64.400, 467.500, 1195.400
LRPPRC, LRPPRC, 418.100, 326.300, 731.200, 3037.600
LOC440434, LOC440434, 1068.300, 162.000, 388.700, 1283.800
CD97, CD97, 4722.100, 116.400, 91.500, 65.800
SETD5, SETD5, 1265.200, 341.500, 359.600, 1541.400
NINJ2, NINJ2, 798.400, 8.300, 4.800, 65.500
PTER, PTER, 246.700, 86.800, 68.800, 54.700
POMGNT1, POMGNT1, 124.200, 46.300, 125.900, 188.500
RRS1, RRS1, 129.800, 36.900, 205.100, 255.100
SNX2, SNX2, 805.600, 91.000, 212.000, 381.200
ATP1B2, ATP1B2, 107.700, 25.300, 42.200, 75.500
IGLL3, IGLL3, 866.400, 547.400, 51.700, 96.600
Z25437, Z25437, 105.100, 4.700, 16.300, 92.200
RBX1, RBX1, 700.600, 175.600, 619.900, 2662.900
COL4A3BP, COL4A3BP, 1086.800, 79.300, 57.600, 369.800
C6orf97, C6orf97, 120.200, 6.900, 12.500, 59.300
GRHPR, GRHPR, 385.800, 230.200, 503.500, 676.600
TSNAX, TSNAX, 740.300, 69.500, 181.500, 371.600
MYO18A, MYO18A, 452.100, 208.100, 111.400, 327.400
TAS2R1, TAS2R1, 176.000, 34.800, 64.700, 127.800
ZBTB7A, ZBTB7A, 162.500, 29.300, 35.600, 178.600
SEMA7A, SEMA7A, 81.300, 58.000, 41.000, 129.800
ATM, ATM, 377.800, 70.200, 69.500, 246.100
TIE1, TIE1, 4.200, 1.500, 1.100, 5429.500
PCID2, PCID2, 403.000, 104.800, 244.400, 538.500
EDF1, EDF1, 819.400, 406.300, 813.700, 1820.000
GTF2H4, GTF2H4, 89.700, 21.300, 88.400, 377.700
AL133089, AL133089, 135.300, 23.000, 16.900, 55.900
NEUROD1, NEUROD1, 8.400, 41.900, 3.400, 12.700
RPL7P12, RPL7P12, 1622.500, 319.700, 513.400, 2562.600
LRRC15, LRRC15, 118.600, 59.200, 49.600, 183.300
DCAF7, DCAF7, 362.300, 99.200, 172.300, 829.600
RNFT2, RNFT2, 5.300, 1.500, 90.100, 8.600
NM_014095, NM_014095, 62.400, 26.300, 34.800, 69.400
TFF2, TFF2, 28.200, 98.000, 13.700, 48.800
PARP2, PARP2, 322.900, 137.300, 837.500, 608.900
WDR60, WDR60, 17.900, 3.500, 3.700, 111.100
IFNA5, IFNA5, 76.000, 25.400, 16.300, 5.500
ZNF134, ZNF134, 104.200, 30.500, 83.700, 313.000
LOC100132863, LOC100132863, 1229.900, 217.500, 358.100, 1143.800
SMEK1, SMEK1, 186.900, 4.100, 9.000, 66.900
PCGF2, PCGF2, 41.900, 79.500, 233.200, 1182.400
HHIPL2, HHIPL2, 155.400, 33.700, 24.700, 90.400
CYP2A13, CYP2A13, 12.900, 2.900, 4.300, 18.800
FAM190B, FAM190B, 345.400, 71.100, 119.400, 404.600
TNS1, TNS1, 279.000, 117.400, 11.200, 1461.500
MDM1, MDM1, 27.800, 17.600, 38.000, 31.400
KCNH6, KCNH6, 57.900, 25.800, 13.300, 34.500
TMEM183A, TMEM183A, 326.600, 66.000, 98.900, 281.000
SMPX, SMPX, 17.600, 16.500, 4.800, 6.500
CD9, CD9, 144.200, 1045.400, 663.100, 5869.400
SRGN, SRGN, 16799.600, 232.200, 501.800, 4820.400
ALDH7A1, ALDH7A1, 4.700, 11.000, 26.100, 22.200
AU148274, AU148274, 81.100, 0.800, 23.200, 58.100
EIF3F, EIF3F, 3.500, 1.900, 3.800, 21.500
VDAC3, VDAC3, 609.400, 167.400, 404.900, 807.100
CASP7, CASP7, 165.200, 140.900, 164.100, 407.400
KCNJ10, KCNJ10, 35.800, 3.800, 20.300, 107.500
EDEM2, EDEM2, 801.600, 91.700, 308.700, 415.700
CCNJL, CCNJL, 302.600, 29.700, 74.000, 220.000
USP53, USP53, 16.000, 14.700, 4.300, 2.400
CAMK1G, CAMK1G, 257.600, 36.000, 46.700, 158.900
AATF, AATF, 966.500, 184.200, 435.800, 691.300
CDC20, CDC20, 38.600, 107.000, 891.400, 601.700
E2F5, E2F5, 74.100, 22.800, 10.600, 124.700
ACSL5, ACSL5, 354.800, 1079.200, 80.000, 104.300
